	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	heuristics	number_of_NPs	semtag	split
8376	学生を助けた男性にライダーが追いついた	ライダーに男性が追いついた	non-entailment	overlap-nonorder	3	gp-scrambling	train
8377	会社員を助けた子供に大人がぶつかった	大人に子供がぶつかった	non-entailment	overlap-nonorder	3	gp-scrambling	train
8378	女性をにらんでいる老人にカップルが微笑んだ	カップルに老人が微笑んだ	non-entailment	overlap-nonorder	3	gp-scrambling	train
8379	男の子を見つめているスノーボーダーに男性が跳びついた	男性にスノーボーダーが跳びついた	non-entailment	overlap-nonorder	3	gp-scrambling	train
8380	女性を追い回したサーファーにライダーが駆け寄った	ライダーにサーファーが駆け寄った	non-entailment	overlap-nonorder	3	gp-scrambling	train
8381	大人をにらんでいる女の子に学生が寄りかかっている	学生に女の子が寄りかかっている	non-entailment	overlap-nonorder	3	gp-scrambling	test
8382	男性を助けた女の子にサーファーが合図を送った	サーファーに女の子が合図を送った	non-entailment	overlap-nonorder	3	gp-scrambling	train
8383	会社員を追い払ったライダーに男の子がつかみかかった	男の子にライダーがつかみかかった	non-entailment	overlap-nonorder	3	gp-scrambling	train
8384	テニス選手をにらんでいるフットボール選手に大人が話しかけている	大人にフットボール選手が話しかけている	non-entailment	overlap-nonorder	3	gp-scrambling	train
8385	大人をいじめているホッケー選手に若者が追いついた	若者にホッケー選手が追いついた	non-entailment	overlap-nonorder	3	gp-scrambling	train
8386	若者を助けた女性に大人が追いついた	大人に女性が追いついた	non-entailment	overlap-nonorder	3	gp-scrambling	test
8387	学生を追い払った子供に女性が微笑んだ	女性に子供が微笑んだ	non-entailment	overlap-nonorder	3	gp-scrambling	train
8388	子供をにらんでいるライダーにフットボール選手が飛びかかった	フットボール選手にライダーが飛びかかった	non-entailment	overlap-nonorder	3	gp-scrambling	train
8389	女の子をたたいている会社員にスノーボーダーが話しかけている	スノーボーダーに会社員が話しかけている	non-entailment	overlap-nonorder	3	gp-scrambling	train
8390	大人をたたいている男の子に女の子がしがみついた	女の子に男の子がしがみついた	non-entailment	overlap-nonorder	3	gp-scrambling	train
8391	女性をにらんでいるサーファーにスノーボーダーが合図を送った	スノーボーダーにサーファーが合図を送った	non-entailment	overlap-nonorder	3	gp-scrambling	train
8392	子供をいじめているサーファーに男性がぶつかった	男性にサーファーがぶつかった	non-entailment	overlap-nonorder	3	gp-scrambling	train
8393	カップルを助けたサーファーに若者が駆け寄った	若者にサーファーが駆け寄った	non-entailment	overlap-nonorder	3	gp-scrambling	train
8394	ホッケー選手を助けた学生に男の子が寄りかかっている	男の子に学生が寄りかかっている	non-entailment	overlap-nonorder	3	gp-scrambling	train
8395	学生を見つめているサーファーに男性が寄りかかっている	男性にサーファーが寄りかかっている	non-entailment	overlap-nonorder	3	gp-scrambling	train
8396	サーファーを見ているテニス選手に女性が寄りかかっている	女性にテニス選手が寄りかかっている	non-entailment	overlap-nonorder	3	gp-scrambling	train
8397	大人をいじめているサーファーにテニス選手がぶつかった	テニス選手にサーファーがぶつかった	non-entailment	overlap-nonorder	3	gp-scrambling	train
8398	会社員を押したテニス選手に若者が近づいた	若者にテニス選手が近づいた	non-entailment	overlap-nonorder	3	gp-scrambling	train
8399	学生を追いかけている男の子に若者が跳びついた	若者に男の子が跳びついた	non-entailment	overlap-nonorder	3	gp-scrambling	test
8400	テニス選手がライダーを野原で追い払った女の子に飛びかかった	テニス選手がライダーを野原で追い払った	non-entailment	subsequence	4	gp-normal	train
8401	女の子が老人を庭で押したサーファーに跳びついた	女の子が老人を庭で押した	non-entailment	subsequence	4	gp-normal	train
8402	会社員が若者を森でいじめているホッケー選手に跳びついた	会社員が若者を森でいじめている	non-entailment	subsequence	4	gp-normal	train
8403	スノーボーダーが学生を森で押したテニス選手につかみかかった	スノーボーダーが学生を森で押した	non-entailment	subsequence	4	gp-normal	train
8404	男の子が大人を戸外で押した女の子にぶつかった	男の子が大人を戸外で押した	non-entailment	subsequence	4	gp-normal	test
8405	老人がテニス選手を公園で指さしているフットボール選手に追いついた	老人がテニス選手を公園で指さしている	non-entailment	subsequence	4	gp-normal	train
8406	サーファーが大人を海辺で蹴ったテニス選手に飛びかかった	サーファーが大人を海辺で蹴った	non-entailment	subsequence	4	gp-normal	train
8407	大人が若者を屋外でたたいている学生に寄りかかっている	大人が若者を屋外でたたいている	non-entailment	subsequence	4	gp-normal	train
8408	カップルがテニス選手を海辺で助けた老人に飛びかかった	カップルがテニス選手を海辺で助けた	non-entailment	subsequence	4	gp-normal	train
8409	老人が女の子を屋外でにらんでいるフットボール選手にぶつかった	老人が女の子を屋外でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8410	男性が子供を屋外で追いかけている若者に寄りかかっている	男性が子供を屋外で追いかけている	non-entailment	subsequence	4	gp-normal	train
8411	学生が男性を屋外でたたいている老人に寄りかかっている	学生が男性を屋外でたたいている	non-entailment	subsequence	4	gp-normal	train
8412	サーファーがテニス選手を屋外で見ている男性に近づいた	サーファーがテニス選手を屋外で見ている	non-entailment	subsequence	4	gp-normal	train
8413	女性が若者を屋外で追いかけている大人に追いついた	女性が若者を屋外で追いかけている	non-entailment	subsequence	4	gp-normal	train
8414	女性が子供を海辺で蹴ったサーファーにつかみかかった	女性が子供を海辺で蹴った	non-entailment	subsequence	4	gp-normal	train
8415	ホッケー選手が女の子を砂地で押した若者に寄りかかっている	ホッケー選手が女の子を砂地で押した	non-entailment	subsequence	4	gp-normal	train
8416	若者がライダーを公園で見ているサーファーに寄りかかっている	若者がライダーを公園で見ている	non-entailment	subsequence	4	gp-normal	train
8417	カップルが男性を海辺で追いかけている女の子にぶつかった	カップルが男性を海辺で追いかけている	non-entailment	subsequence	4	gp-normal	train
8418	会社員が男の子を砂地で助けた若者にしがみついた	会社員が男の子を砂地で助けた	non-entailment	subsequence	4	gp-normal	train
8419	ライダーが女性を動物園で追い回した男性につかみかかった	ライダーが女性を動物園で追い回した	non-entailment	subsequence	4	gp-normal	train
8420	フットボール選手が若者を野原で見つめている学生に駆け寄った	フットボール選手が若者を野原で見つめている	non-entailment	subsequence	4	gp-normal	train
8421	学生が若者を砂地で助けた大人に駆け寄った	学生が若者を砂地で助けた	non-entailment	subsequence	4	gp-normal	test
8422	男の子がカップルを庭で見ている女性に合図を送った	男の子がカップルを庭で見ている	non-entailment	subsequence	4	gp-normal	train
8423	会社員が男性を庭で助けたカップルに合図を送った	会社員が男性を庭で助けた	non-entailment	subsequence	4	gp-normal	train
8424	老人がスノーボーダーを砂地で追い回した子供に飛びかかった	老人がスノーボーダーを砂地で追い回した	non-entailment	subsequence	4	gp-normal	train
8425	女の子が大人を庭でいじめているフットボール選手に跳びついた	女の子が大人を庭でいじめている	non-entailment	subsequence	4	gp-normal	train
8426	会社員が若者を屋外で追い払ったテニス選手にしがみついた	会社員が若者を屋外で追い払った	non-entailment	subsequence	4	gp-normal	train
8427	女性が学生を砂地でたたいている会社員に跳びついた	女性が学生を砂地でたたいている	non-entailment	subsequence	4	gp-normal	train
8428	学生がテニス選手を公園で見ている大人に跳びついた	学生がテニス選手を公園で見ている	non-entailment	subsequence	4	gp-normal	train
8429	サーファーが若者を動物園で見ている女の子にぶつかった	サーファーが若者を動物園で見ている	non-entailment	subsequence	4	gp-normal	train
8430	学生がスノーボーダーを砂地でたたいている男性にぶつかった	学生がスノーボーダーを砂地でたたいている	non-entailment	subsequence	4	gp-normal	train
8431	女の子がフットボール選手を海辺で助けたライダーに駆け寄った	女の子がフットボール選手を海辺で助けた	non-entailment	subsequence	4	gp-normal	train
8432	女性が男性を海辺で見ているフットボール選手に寄りかかっている	女性が男性を海辺で見ている	non-entailment	subsequence	4	gp-normal	train
8433	ライダーが若者を戸外でいじめている女性に合図を送った	ライダーが若者を戸外でいじめている	non-entailment	subsequence	4	gp-normal	train
8434	学生がカップルを砂地で追い回した男性に合図を送った	学生がカップルを砂地で追い回した	non-entailment	subsequence	4	gp-normal	train
8435	ライダーがフットボール選手を野原で蹴った女性に合図を送った	ライダーがフットボール選手を野原で蹴った	non-entailment	subsequence	4	gp-normal	train
8436	会社員が男性を野原で助けた大人に話しかけている	会社員が男性を野原で助けた	non-entailment	subsequence	4	gp-normal	train
8437	大人がライダーを屋外で指さしている女性に微笑んだ	大人がライダーを屋外で指さしている	non-entailment	subsequence	4	gp-normal	train
8438	会社員が学生を公園でたたいているフットボール選手に飛びかかった	会社員が学生を公園でたたいている	non-entailment	subsequence	4	gp-normal	train
8439	スノーボーダーが女の子を海辺でにらんでいる子供に微笑んだ	スノーボーダーが女の子を海辺でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8440	子供がフットボール選手を砂地で追い回した老人にぶつかった	子供がフットボール選手を砂地で追い回した	non-entailment	subsequence	4	gp-normal	train
8441	大人が学生を野原で追い払った老人にしがみついた	大人が学生を野原で追い払った	non-entailment	subsequence	4	gp-normal	train
8442	子供が男の子を砂地で押したカップルにつかみかかった	子供が男の子を砂地で押した	non-entailment	subsequence	4	gp-normal	train
8443	スノーボーダーがフットボール選手を砂地で見つめている女の子に跳びついた	スノーボーダーがフットボール選手を砂地で見つめている	non-entailment	subsequence	4	gp-normal	train
8444	大人がカップルを公園で助けた男性に寄りかかっている	大人がカップルを公園で助けた	non-entailment	subsequence	4	gp-normal	train
8445	大人が子供を屋外で追い回した老人にぶつかった	大人が子供を屋外で追い回した	non-entailment	subsequence	4	gp-normal	train
8446	スノーボーダーが女の子を野原でいじめている子供に追いついた	スノーボーダーが女の子を野原でいじめている	non-entailment	subsequence	4	gp-normal	train
8447	会社員がライダーを動物園で追い払った大人に微笑んだ	会社員がライダーを動物園で追い払った	non-entailment	subsequence	4	gp-normal	train
8448	子供が学生を砂地でたたいている若者にしがみついた	子供が学生を砂地でたたいている	non-entailment	subsequence	4	gp-normal	train
8449	男の子が老人を森でにらんでいるフットボール選手に寄りかかっている	男の子が老人を森でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8450	男の子がスノーボーダーを野原で指さしている学生に跳びついた	男の子がスノーボーダーを野原で指さしている	non-entailment	subsequence	4	gp-normal	train
8451	会社員が子供を動物園で追いかけている女の子に近づいた	会社員が子供を動物園で追いかけている	non-entailment	subsequence	4	gp-normal	train
8452	子供が若者を庭でにらんでいる男性に駆け寄った	子供が若者を庭でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8453	フットボール選手が子供を公園で見つめている会社員に寄りかかっている	フットボール選手が子供を公園で見つめている	non-entailment	subsequence	4	gp-normal	train
8454	スノーボーダーがテニス選手を海辺で見ている子供に駆け寄った	スノーボーダーがテニス選手を海辺で見ている	non-entailment	subsequence	4	gp-normal	train
8455	サーファーが若者を海辺で見ている老人に微笑んだ	サーファーが若者を海辺で見ている	non-entailment	subsequence	4	gp-normal	train
8456	男性がサーファーを戸外で見ているカップルに駆け寄った	男性がサーファーを戸外で見ている	non-entailment	subsequence	4	gp-normal	train
8457	ライダーが男性を庭で追いかけている子供に追いついた	ライダーが男性を庭で追いかけている	non-entailment	subsequence	4	gp-normal	train
8458	男性が老人を野原で蹴った男の子に合図を送った	男性が老人を野原で蹴った	non-entailment	subsequence	4	gp-normal	train
8459	会社員が老人を動物園で指さしている子供につかみかかった	会社員が老人を動物園で指さしている	non-entailment	subsequence	4	gp-normal	train
8460	大人がライダーを庭で見ている若者に微笑んだ	大人がライダーを庭で見ている	non-entailment	subsequence	4	gp-normal	train
8461	スノーボーダーが男性を戸外で追いかけている若者に飛びかかった	スノーボーダーが男性を戸外で追いかけている	non-entailment	subsequence	4	gp-normal	train
8462	スノーボーダーが学生を海辺で見ている大人に話しかけている	スノーボーダーが学生を海辺で見ている	non-entailment	subsequence	4	gp-normal	train
8463	学生がテニス選手を野原で追いかけているカップルにつかみかかった	学生がテニス選手を野原で追いかけている	non-entailment	subsequence	4	gp-normal	train
8464	テニス選手が老人を公園で追いかけているライダーに近づいた	テニス選手が老人を公園で追いかけている	non-entailment	subsequence	4	gp-normal	train
8465	学生が若者を海辺で追いかけているスノーボーダーにつかみかかった	学生が若者を海辺で追いかけている	non-entailment	subsequence	4	gp-normal	train
8466	学生が若者を戸外でいじめている男の子に跳びついた	学生が若者を戸外でいじめている	non-entailment	subsequence	4	gp-normal	train
8467	子供がサーファーを森で追い払った男性に飛びかかった	子供がサーファーを森で追い払った	non-entailment	subsequence	4	gp-normal	train
8468	女の子が学生を砂地で追い払ったテニス選手に近づいた	女の子が学生を砂地で追い払った	non-entailment	subsequence	4	gp-normal	train
8469	カップルが女の子を野原でにらんでいる会社員に微笑んだ	カップルが女の子を野原でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8470	女性がテニス選手を屋外で追い払ったサーファーに跳びついた	女性がテニス選手を屋外で追い払った	non-entailment	subsequence	4	gp-normal	train
8471	男の子が若者を屋外で指さしている女の子につかみかかった	男の子が若者を屋外で指さしている	non-entailment	subsequence	4	gp-normal	train
8472	女性が女の子を海辺で見ている若者に合図を送った	女性が女の子を海辺で見ている	non-entailment	subsequence	4	gp-normal	train
8473	男性が若者を動物園で押したスノーボーダーに話しかけている	男性が若者を動物園で押した	non-entailment	subsequence	4	gp-normal	train
8474	フットボール選手が老人を屋外で追い回したホッケー選手に飛びかかった	フットボール選手が老人を屋外で追い回した	non-entailment	subsequence	4	gp-normal	train
8475	スノーボーダーがホッケー選手を庭で蹴った老人に追いついた	スノーボーダーがホッケー選手を庭で蹴った	non-entailment	subsequence	4	gp-normal	test
8476	女性が男性を庭で追いかけているカップルに合図を送った	女性が男性を庭で追いかけている	non-entailment	subsequence	4	gp-normal	train
8477	サーファーが子供を森で追い回したフットボール選手につかみかかった	サーファーが子供を森で追い回した	non-entailment	subsequence	4	gp-normal	train
8478	女の子がホッケー選手を庭で見つめている大人に駆け寄った	女の子がホッケー選手を庭で見つめている	non-entailment	subsequence	4	gp-normal	test
8479	会社員が女性を砂地で追い回したホッケー選手に追いついた	会社員が女性を砂地で追い回した	non-entailment	subsequence	4	gp-normal	train
8480	若者が女性を屋外でいじめている男性にぶつかった	若者が女性を屋外でいじめている	non-entailment	subsequence	4	gp-normal	train
8481	女の子がテニス選手を森で追い回した学生に駆け寄った	女の子がテニス選手を森で追い回した	non-entailment	subsequence	4	gp-normal	train
8482	若者が女の子を野原で追い回した子供に跳びついた	若者が女の子を野原で追い回した	non-entailment	subsequence	4	gp-normal	train
8483	女性が学生を森で助けたカップルに追いついた	女性が学生を森で助けた	non-entailment	subsequence	4	gp-normal	train
8484	男性が子供を屋外で指さしている男の子に追いついた	男性が子供を屋外で指さしている	non-entailment	subsequence	4	gp-normal	train
8485	老人がホッケー選手を戸外でにらんでいるスノーボーダーにぶつかった	老人がホッケー選手を戸外でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8486	会社員がライダーを戸外でにらんでいる男の子にしがみついた	会社員がライダーを戸外でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8487	ライダーが老人を海辺で追いかけている男性に合図を送った	ライダーが老人を海辺で追いかけている	non-entailment	subsequence	4	gp-normal	train
8488	カップルが若者を戸外で追いかけている老人にぶつかった	カップルが若者を戸外で追いかけている	non-entailment	subsequence	4	gp-normal	test
8489	テニス選手が男性を戸外でにらんでいる女の子に追いついた	テニス選手が男性を戸外でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8490	若者がホッケー選手を砂地でたたいている会社員に追いついた	若者がホッケー選手を砂地でたたいている	non-entailment	subsequence	4	gp-normal	train
8491	男の子がフットボール選手を庭で見つめている男性につかみかかった	男の子がフットボール選手を庭で見つめている	non-entailment	subsequence	4	gp-normal	train
8492	会社員がホッケー選手を森でたたいているカップルに跳びついた	会社員がホッケー選手を森でたたいている	non-entailment	subsequence	4	gp-normal	train
8493	学生が大人を屋外で指さしているフットボール選手に飛びかかった	学生が大人を屋外で指さしている	non-entailment	subsequence	4	gp-normal	train
8494	学生が老人を庭で追い払った男性に駆け寄った	学生が老人を庭で追い払った	non-entailment	subsequence	4	gp-normal	train
8495	女性が会社員を動物園で見つめている若者に飛びかかった	女性が会社員を動物園で見つめている	non-entailment	subsequence	4	gp-normal	train
8496	学生が子供を戸外で押したテニス選手に追いついた	学生が子供を戸外で押した	non-entailment	subsequence	4	gp-normal	train
8497	女性がテニス選手を公園で追い回した子供にぶつかった	女性がテニス選手を公園で追い回した	non-entailment	subsequence	4	gp-normal	train
8498	老人が若者を戸外でにらんでいる男性に合図を送った	老人が若者を戸外でにらんでいる	non-entailment	subsequence	4	gp-normal	train
8499	女の子が男の子を野原でたたいている子供に追いついた	女の子が男の子を野原でたたいている	non-entailment	subsequence	4	gp-normal	train
8500	女性が子供を森で見ているスノーボーダーにぶつかった	スノーボーダーが子供を森で見ている	entailment	overlap-nonorder	4	gp-normal	train
8501	男性がライダーを庭で指さしている老人に寄りかかっている	老人がライダーを庭で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8502	若者が男性を海辺で追い払ったカップルに話しかけている	カップルが男性を海辺で追い払った	entailment	overlap-nonorder	4	gp-normal	train
8503	男性がフットボール選手を庭で蹴ったサーファーに合図を送った	サーファーがフットボール選手を庭で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8504	会社員が男性を屋外で追いかけているテニス選手にぶつかった	テニス選手が男性を屋外で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8505	ホッケー選手が子供を海辺でいじめている若者に微笑んだ	若者が子供を海辺でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8506	サーファーがテニス選手を森で指さしている大人に飛びかかった	大人がテニス選手を森で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8507	老人が学生を戸外で追い払ったサーファーに追いついた	サーファーが学生を戸外で追い払った	entailment	overlap-nonorder	4	gp-normal	train
8508	老人が若者を公園で追い回した女性に駆け寄った	女性が若者を公園で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8509	男の子が若者を戸外でいじめているライダーに寄りかかっている	ライダーが若者を戸外でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8510	大人が男性を動物園で追い回した女性に飛びかかった	女性が男性を動物園で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8511	子供が女の子を庭でいじめている女性に駆け寄った	女性が女の子を庭でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8512	女の子が老人を屋外で見つめているライダーに近づいた	ライダーが老人を屋外で見つめている	entailment	overlap-nonorder	4	gp-normal	train
8513	女の子がライダーを海辺で追い回したカップルに駆け寄った	カップルがライダーを海辺で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8514	若者がテニス選手を野原でたたいている女性に追いついた	女性がテニス選手を野原でたたいている	entailment	overlap-nonorder	4	gp-normal	train
8515	男性が老人を砂地で追いかけているテニス選手に追いついた	テニス選手が老人を砂地で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8516	若者がライダーを動物園で追い払った女の子に追いついた	女の子がライダーを動物園で追い払った	entailment	overlap-nonorder	4	gp-normal	train
8517	子供が女の子を砂地で指さしているホッケー選手に飛びかかった	ホッケー選手が女の子を砂地で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8518	子供が男性を砂地で指さしている学生に飛びかかった	学生が男性を砂地で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8519	子供が大人を動物園で見つめているライダーに追いついた	ライダーが大人を動物園で見つめている	entailment	overlap-nonorder	4	gp-normal	train
8520	学生が男の子を戸外で追い払ったサーファーに近づいた	サーファーが男の子を戸外で追い払った	entailment	overlap-nonorder	4	gp-normal	test
8521	若者がカップルを動物園で追いかけている男性につかみかかった	男性がカップルを動物園で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8522	ホッケー選手がライダーを野原で追い払ったサーファーに合図を送った	サーファーがライダーを野原で追い払った	entailment	overlap-nonorder	4	gp-normal	test
8523	会社員が男性を砂地で追い払ったフットボール選手に寄りかかっている	フットボール選手が男性を砂地で追い払った	entailment	overlap-nonorder	4	gp-normal	train
8524	サーファーがテニス選手を砂地で助けた若者に話しかけている	若者がテニス選手を砂地で助けた	entailment	overlap-nonorder	4	gp-normal	train
8525	会社員が男の子を森で見つめている女の子に追いついた	女の子が男の子を森で見つめている	entailment	overlap-nonorder	4	gp-normal	train
8526	会社員がホッケー選手を森で助けた女の子に寄りかかっている	女の子がホッケー選手を森で助けた	entailment	overlap-nonorder	4	gp-normal	train
8527	ホッケー選手がフットボール選手を森で追いかけている大人に追いついた	大人がフットボール選手を森で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8528	ホッケー選手が男の子を野原で見つめているライダーに駆け寄った	ライダーが男の子を野原で見つめている	entailment	overlap-nonorder	4	gp-normal	train
8529	老人がホッケー選手を戸外でにらんでいる若者にぶつかった	若者がホッケー選手を戸外でにらんでいる	entailment	overlap-nonorder	4	gp-normal	train
8530	スノーボーダーが子供を海辺で蹴ったライダーに飛びかかった	ライダーが子供を海辺で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8531	子供が会社員を庭でたたいている女性に追いついた	女性が会社員を庭でたたいている	entailment	overlap-nonorder	4	gp-normal	train
8532	スノーボーダーがカップルを庭で見ている女の子に近づいた	女の子がカップルを庭で見ている	entailment	overlap-nonorder	4	gp-normal	train
8533	大人がホッケー選手を海辺で助けたテニス選手に飛びかかった	テニス選手がホッケー選手を海辺で助けた	entailment	overlap-nonorder	4	gp-normal	train
8534	若者がフットボール選手を砂地で見ている女の子に合図を送った	女の子がフットボール選手を砂地で見ている	entailment	overlap-nonorder	4	gp-normal	train
8535	カップルが会社員を動物園で見ている男の子に近づいた	男の子が会社員を動物園で見ている	entailment	overlap-nonorder	4	gp-normal	train
8536	女の子が子供を屋外で指さしている会社員に跳びついた	会社員が子供を屋外で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8537	テニス選手がスノーボーダーを砂地でいじめている大人に寄りかかっている	大人がスノーボーダーを砂地でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8538	男の子がサーファーを戸外で追い払った老人に寄りかかっている	老人がサーファーを戸外で追い払った	entailment	overlap-nonorder	4	gp-normal	train
8539	ライダーがカップルを屋外でにらんでいる老人にしがみついた	老人がカップルを屋外でにらんでいる	entailment	overlap-nonorder	4	gp-normal	train
8540	ホッケー選手がカップルを戸外でにらんでいるテニス選手に飛びかかった	テニス選手がカップルを戸外でにらんでいる	entailment	overlap-nonorder	4	gp-normal	train
8541	女の子が老人を森で指さしている男性に近づいた	男性が老人を森で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8542	老人が男の子を屋外でいじめているフットボール選手に話しかけている	フットボール選手が男の子を屋外でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8543	サーファーが女性を野原で追いかけているホッケー選手に近づいた	ホッケー選手が女性を野原で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8544	大人が男の子を公園で追いかけているフットボール選手に合図を送った	フットボール選手が男の子を公園で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8545	若者が女性を砂地で蹴ったスノーボーダーに話しかけている	スノーボーダーが女性を砂地で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8546	男の子がフットボール選手を野原で蹴った大人に近づいた	大人がフットボール選手を野原で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8547	スノーボーダーが女性を公園で追い回した若者に追いついた	若者が女性を公園で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8548	女の子が老人を海辺で追い回した大人にぶつかった	大人が老人を海辺で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8549	若者が老人を森で追い回した会社員に寄りかかっている	会社員が老人を森で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8550	子供がカップルを公園で見つめている女の子に飛びかかった	女の子がカップルを公園で見つめている	entailment	overlap-nonorder	4	gp-normal	train
8551	カップルがスノーボーダーを砂地で助けた大人につかみかかった	大人がスノーボーダーを砂地で助けた	entailment	overlap-nonorder	4	gp-normal	train
8552	サーファーがカップルを屋外で助けたスノーボーダーにぶつかった	スノーボーダーがカップルを屋外で助けた	entailment	overlap-nonorder	4	gp-normal	train
8553	ホッケー選手が大人を砂地でにらんでいる会社員にぶつかった	会社員が大人を砂地でにらんでいる	entailment	overlap-nonorder	4	gp-normal	train
8554	若者が学生を屋外で見ている男の子につかみかかった	男の子が学生を屋外で見ている	entailment	overlap-nonorder	4	gp-normal	train
8555	女の子が学生を動物園で指さしている大人に追いついた	大人が学生を動物園で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8556	スノーボーダーが女性を動物園で蹴った男性に跳びついた	男性が女性を動物園で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8557	カップルがサーファーを動物園で追いかけている女性に合図を送った	女性がサーファーを動物園で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8558	テニス選手が学生を公園で押した若者に合図を送った	若者が学生を公園で押した	entailment	overlap-nonorder	4	gp-normal	train
8559	老人が若者を公園で蹴った女の子に跳びついた	女の子が若者を公園で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8560	ホッケー選手がライダーを野原で追いかけている女性に微笑んだ	女性がライダーを野原で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8561	女性が子供を屋外で助けたサーファーにつかみかかった	サーファーが子供を屋外で助けた	entailment	overlap-nonorder	4	gp-normal	train
8562	男の子が子供を屋外で見つめているテニス選手に近づいた	テニス選手が子供を屋外で見つめている	entailment	overlap-nonorder	4	gp-normal	train
8563	ライダーが大人を砂地で見ている会社員に微笑んだ	会社員が大人を砂地で見ている	entailment	overlap-nonorder	4	gp-normal	train
8564	老人がホッケー選手を野原でたたいているサーファーにつかみかかった	サーファーがホッケー選手を野原でたたいている	entailment	overlap-nonorder	4	gp-normal	train
8565	女性がホッケー選手を庭で見ている老人に追いついた	老人がホッケー選手を庭で見ている	entailment	overlap-nonorder	4	gp-normal	train
8566	子供が女性を動物園で蹴ったサーファーに微笑んだ	サーファーが女性を動物園で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8567	スノーボーダーがカップルを屋外で押した老人に跳びついた	老人がカップルを屋外で押した	entailment	overlap-nonorder	4	gp-normal	train
8568	老人が若者を庭で見ている会社員に近づいた	会社員が若者を庭で見ている	entailment	overlap-nonorder	4	gp-normal	train
8569	フットボール選手がサーファーを野原で指さしている学生に近づいた	学生がサーファーを野原で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8570	サーファーが男性を庭で蹴った子供に近づいた	子供が男性を庭で蹴った	entailment	overlap-nonorder	4	gp-normal	train
8571	若者が学生を野原で助けた老人に寄りかかっている	老人が学生を野原で助けた	entailment	overlap-nonorder	4	gp-normal	train
8572	大人が若者を野原でたたいているホッケー選手に微笑んだ	ホッケー選手が若者を野原でたたいている	entailment	overlap-nonorder	4	gp-normal	train
8573	男性が女性を公園で助けた学生に駆け寄った	学生が女性を公園で助けた	entailment	overlap-nonorder	4	gp-normal	test
8574	サーファーがライダーを海辺でいじめている老人に話しかけている	老人がライダーを海辺でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8575	男の子が会社員を庭で指さしている子供にぶつかった	子供が会社員を庭で指さしている	entailment	overlap-nonorder	4	gp-normal	train
8576	スノーボーダーが男性を庭で見ているフットボール選手に合図を送った	フットボール選手が男性を庭で見ている	entailment	overlap-nonorder	4	gp-normal	train
8577	男の子が学生を庭でいじめている女性に微笑んだ	女性が学生を庭でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8578	子供がサーファーを公園でたたいている男の子に寄りかかっている	男の子がサーファーを公園でたたいている	entailment	overlap-nonorder	4	gp-normal	train
8579	ホッケー選手が女の子を戸外で追い回したテニス選手に追いついた	テニス選手が女の子を戸外で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8580	ライダーがフットボール選手を庭で見つめている老人に寄りかかっている	老人がフットボール選手を庭で見つめている	entailment	overlap-nonorder	4	gp-normal	train
